id;title;author;doi;publication_date;repository_link;repository_name;repo_type;fair_data_repository;grant_number;grant_end_date;grant_end_year;main_discipline_level1;research_area_short;is_open;is_cc;is_gpl;is_odc;is_mit;is_apache;is_public;is_bsd;is_any_open
85790F51-9725-40A6-8F76-09317E5750D8;An Easily Accessed Nickel Nanoparticle Catalyst for Alkene Hydrosilylation with Tertiary Silanes;"Buslov, Ivan; Hu, Xile; Song, Fang";10.1002/anie.201606832;2016-09-26;https://infoscience.epfl.ch/record/225084?ln=en;Infoscience;Other;NA;162362;2018-12-31;2017/18;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7E577ABA-EF63-488F-B69B-0947ACA9A295;Data and scripts online container for Lichtenberg et al. (2021, JGRP);Lichtenberg, Tim;10.17605/osf.io/m4jh7;2021-01-05;https://osf.io/m4jh7/;OSF;Repository (FAIR);TRUE;178621;2019-09-30;2019;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
87C09AFF-06B2-483E-A83A-094AC538449F;Synthetic data set for the Hierarchical Relational Inference paper;Stanić, Aleksandar;NA;2021-01-10;https://github.com/astanic/hri;GitHub;Repository (not FAIR);FALSE;167278;2021-12-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
E6F18976-84BF-46C2-A59B-0955CA84DEE8;Code Nonlinear wave evolution with data-driven breaking;Eeltink, Debbie;10.5281/zenodo.6338618;2022-03-03;https://doi.org/10.5281/zenodo.6338618;Zenodo;Repository (FAIR);TRUE;191480;2022-06-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
818C9951-5951-45FF-90A1-096F120BCEEA;Neural correlates of expectations-induced effects of caffeine intake on executive functions;Wicht, Corentin Aurèle;10.5281/zenodo.4500849;2021-04-29;https://zenodo.org/record/4500849;Zenodo;Repository (FAIR);TRUE;181689;2022-03-31;2022;Humanities and Social Sciences;SSH;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
C07A64B8-E6D3-4FE9-BB42-098CDB4EEF68;Dataset for the paper: Neurogliaform cortical interneurons derive from cells in the preoptic area;Niquille, Mathieu;10.5281/zenodo.3632977;2020-01-31;http://zenodo.org/record/3632977#.XjRJYhd7nUK;Zenodo;Repository (FAIR);TRUE;175445;2021-09-30;2021;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
553F655C-46BD-44BC-9376-09B3B0C9AB18;Accurate, scalable and integrative haplotype estimation;Delaneau, olivier;10.5281/zenodo.4078696;2019-12-28;https://github.com/odelaneau/shapeit4;Zenodo;Repository (FAIR);TRUE;176977;2022-08-31;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
D435C2CA-D672-4C63-8521-09B9D33D36EC;Multiband charge density wave exposed in a transition metal dichalcogenide;"Barreteau, Céline; Flicker, Felix; Giannini, Enrico; Jasper, van Wezel; Pásztor, Árpád; Renner, Christoph; Scarfato, Alessandro; Spera, Marcello";10.26037/yareta:en553fvpkrdorgqtssxegl4tyi;2021-05-08;https://doi.org/10.26037/yareta:en553fvpkrdorgqtssxegl4tyi;YARETA;Repository (FAIR);TRUE;182652;2022-10-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
06D90652-CAD2-4F3A-A262-09FEE0454603;Experimental Design in the Post-War Period (Research Data);"Hänsli, Thomas; Schützeichel, Rainer";10.3929/ethz-b-000570137;2022-09-12;http://hdl.handle.net/20.500.11850/570137;ETH Research Collection;Repository (FAIR);TRUE;179095;2022-06-30;2022;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
77061B39-49D5-4A00-8E98-0A045640952C;XXL-N multiwavelength catalog;Fotopoulou, Sotiria;NA;2018-10-07;http://vizier.cfa.harvard.edu/viz-bin/VizieR-3?-source=IX/52/3xlsoptn;VizieR;Repository (FAIR);TRUE;174473;2019-08-31;2019;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
0EBC850C-EA3B-44B4-B11A-0A2CD0409CBD;A Systematic Literature Review of Software Visualization Evaluation;Merino, Leonel;NA;NA;http://scg.unibe.ch/research/softvis-eval;Other;Other;NA;162352;2019-01-31;2019;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
6FE6FFCA-8BF2-4A58-A05A-0A38F8B521F3;Data from: Inbreeding does not alter the response to an experimental heat wave in a freshwater snail;Seppälä, Otto;10.5281/zenodo.3351267;2019-07-25;https://zenodo.org/record/3351267;Zenodo;Repository (FAIR);TRUE;169531;2022-01-31;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
A2E24E0A-A453-4C3A-AC7E-0A4C155700B2;Synthetic Caulobacter sp. 'ethensis' strain CETH2.0 chromosome, complete genome;"Christen, Beat; Christen, Matthias; Venetz, Jonathan";NA;2019-04-16;https://www.ncbi.nlm.nih.gov/nuccore/CP035535;NCBI;Repository (FAIR);TRUE;166476;2019-03-31;2019;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
5B86E54A-A414-4684-84A7-0A4D193C2C3B;Single-cell RNA-sequencing of proximal colon epithelial cells from Gpr35 knock-out mice;"Melhem, Hassan; Niess, Jan; Roux, Julien";NA;2022-03-22;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169183;GEO;Repository (FAIR);TRUE;175548;2022-08-31;2022;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
D49D9918-F7E1-4AE1-B55A-0A6B8CA59A4A;ChIP seq analysis of Sp5 occupancies in human HEK293 cells expressing either Hydra Sp5 or Zebrafish Sp5 proteins;Beccari, Leo;NA;2018-10-16;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE121316;GEO;Repository (FAIR);TRUE;169930;2019-10-31;2019;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
70568DE7-16FA-43AA-8102-0A817345240A;Cryo-electron tomography of Cryo-FIB milled dividing E. coli;"Allolio, Christoph; Ananda, Virly Y.; Bernhardt, Thomas G.; Chao, Luke H.; Llopis, Paula Montero; Navarro, Paula P.; Vettiger, Andrea";10.1038/s41564-022-01210-z;2022-10-12;https://www.ebi.ac.uk/empiar/EMPIAR-11090/;EMPIAR;Repository (FAIR);TRUE;199252;2022-08-31;2022;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
2B7BD433-A179-4693-955E-0AB7668ACAF2;Deficits in cognitive and affective theory of mind relate to dissociated lesion patterns in prefrontal and insular cortex;"Corradi-Dell'Acqua, Corrado; Ronchi, Roberta; Saj, Arnaud; Thomasson, Marine; Vuilleumier, Patrik";10.17605/osf.io/v94pf;2020-02-17;https://osf.io/v94pf/;OSF;Repository (FAIR);TRUE;183715;2021-12-31;2021;Humanities and Social Sciences;SSH;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
20D01489-DDF9-4182-8236-0ABE32701A86;Mus musculus and Candida albicans Transcriptome in OPC;"Altmeier, Simon; Amorim-Vaz, Sara; LeibundGut-Landmann, Salomé; Pagni, Marco; Sanglard, Dominique; Tran, Van Du T";NA;2022-04-11;https://www.ncbi.nlm.nih.gov/bioproject/491801;NCBI;Repository (FAIR);TRUE;166206;2019-12-31;2019;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
F975A74A-3D53-4251-8ADA-0AF95D1147C1;Weather Station Davos Wolfgang;Wieder, Jörg;10.16904/envidat.137;2020-02-04;https://www.envidat.ch/#/metadata/weather-station-wolfgangpass;EnviDat;Repository (FAIR);TRUE;175824;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2F6B1288-645F-42C9-927F-0AFA2F7D1529;"Data collection for article ""A serious game to parameterize Bayesian networks: Validation in a case study in northeastern Madagascar";"Andriatsitohaina, R. Ntsiva N.; Celio, Enrico";10.3929/ethz-b-000463042;2019-08-10;https://doi.org/10.3929/ethz-b-000463042;ETH Research Collection;Repository (FAIR);TRUE;177592;2021-06-30;2021;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
88A99396-EA81-4B3B-AE3C-0AFC5DBAC7B4;Quantum Spin Ice ground states and Structural Disorder in non-Kramers rare-earth pyrochlores;Sibille, Romain;10.5286/isis.e.rb1910480;2019-07-10;https://data.isis.stfc.ac.uk/doi/STUDY/103211601/;ISIS Neutron and Muon Source;Repository (FAIR);TRUE;179150;2022-11-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
120C3B59-7605-4CE1-ABD4-0B2D8372D6B7;Evaluating demand forecasting models using multi-criteria decision-making approach;Badulescu, Yvonne;10.5281/zenodo.4439538;2021-01-14;https://doi.org/10.5281/zenodo.4439538;Zenodo;Repository (FAIR);TRUE;176349;2022-07-31;2022;Humanities and Social Sciences;SSH;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
8A04AA1D-ADBB-484E-BA36-0B3CFCEF53F1;RNA-seq data;Ciaudo, Constance;10.1016/j.stemcr.2017.12.023;2018-02-13;https://www.ncbi.nlm.nih.gov/geo/;GEO;Repository (FAIR);TRUE;173120;2021-04-30;2021;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
EEB2D3DC-B86E-47FB-B59F-0B4CDD397E6C;Networks of Swiss water governance issues. Studying fit between media attention and organizational activity;Angst, Mario;10.25678/000077;NA;https://zenodo.org/record/1443503#.XIkMcExFx0w;Zenodo;Repository (FAIR);TRUE;149410;2018-03-31;2017/18;Humanities and Social Sciences;SSH;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
5389F911-DD0B-415E-A8B7-0B4D9CDB03FC;Electrically pumped photonic integrated soliton microcomb;Raja, Arslan S.;10.1038/s41467-019-08498-2;2018-12-11;http://doi.org/10.5281/zenodo.2203625;Zenodo;Repository (FAIR);TRUE;163864;2019-10-31;2019;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
BDB96888-BF0A-4F03-8C40-0B5481E8C9A5;Palmitoylation of BMPR1a regulates neural stem cell fate;Wegleiter, Thomas;NA;2019-11-27;http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD014355;PRIDE;Repository (FAIR);TRUE;157859;2020-06-30;2020;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
1F6FD569-906C-47AF-9D4B-0B6B2A8B990A;Strengthening of metallic members under mixed mode fatigue loading using prestressed CFRP plates;Hosseini, Ardalan;10.5075/epfl-thesis-9510;2019-07-09;https://infoscience.epfl.ch/record/268011;Infoscience;Other;NA;153609;2019-05-31;2019;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
AB573A31-346F-4A9C-BCE0-0B8023389000;Survey of digitized newspaper interfaces;"Bunout, Estelle; Düring, Marten; Ehrmann, Maud";10.5281/zenodo.3369875;2019-08-16;https://zenodo.org/record/3369875;Zenodo;Repository (FAIR);TRUE;173719;2021-03-31;2021;Interdisciplinary;Interdisciplinary;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
939DCAEE-9AE0-4552-86CA-0B8C51B6467E;Radio Explorations Data;"Martins, Yann Patrick; Savic, Selena";10.5281/zenodo.4673430;2021-04-11;https://zenodo.org/record/4673430;Zenodo;Repository (FAIR);TRUE;190310;2021-02-28;2021;Humanities and Social Sciences;SSH;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
AB9D6657-8225-430E-B519-0B9C645AB293;Data_Table4_The ratio of ursodeoxycholyltaurine to 7-oxolithocholyltaurine serves as a biomarker of decreased 11β-hydroxysteroid dehydrogenase 1 activity in mouse;"Birk, Julia; Chapman, Karen E; Klusonova, Petra; Kratschmar, Denise V; Lavery, Gareth G; Odermatt, Alex; Stücheli, Simon; Weingartner, Michael";10.5281/zenodo.4530669;2021-08-30;https://doi.org/10.5281/zenodo.4530669;Zenodo;Repository (FAIR);TRUE;179400;2022-04-30;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
02963991-EBB5-4165-8ADE-0BA901205D8B;Chemical stresses fail to mimic the unfolded protein response resulting from luminal load with unfolded polypeptides;"Bergmann, Timothy J.; Bertoni, Francesco; Boersema, Paul J.; Fregno, Ilaria; Fumagalli, Fiorenza; Molinari, Maurizio; Picotti, Paola; Rinaldi, Andrea";NA;2018-04-13;https://www.ebi.ac.uk/pride/archive/;PRIDE;Repository (FAIR);TRUE;163063;2018-12-31;2017/18;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
D5CAF36D-718B-4D55-BD3E-0BACBFB52B6A;Interorganelle lipid flux revealed by enzymatic mass tagging in vivo;"John Peter, Arun T.; Kornmann, Benoît; Peter, Matthias; Petrungaro, Carmelina";10.1038/s41556-022-00917-9;2022-06-02;https://www.ebi.ac.uk/metabolights/MTBLS3415/metabolites;EMBL-EBI;Repository (FAIR);TRUE;190364;2020-12-31;2020;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
733865E4-2C52-437B-B77E-0BB17372D5CF;nGImagic/TaPy: v0.4;"Jacopo , Valsecchi; Ralph , Harti";10.5281/zenodo.1311633;NA;https://github.com/nGImagic/TaPy/tree/v0.4;Zenodo;Repository (FAIR);TRUE;153304;2018-09-30;2017/18;Humanities and Social Sciences;MINT;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
B835B007-4A5E-462B-8D29-0BBB25AD7B14;Sparse ab initio X-ray transmission spectro-tomography for nanoscopic compositional analysis of functional materials: Dataset;"Boecklein, Sebastian; Ferreira Sanchez, Dario; Gao, Zirui; Guizar-Sicairos, Manuel; Holler, Mirko; Ihli, Johannes; Krumeich, Frank; Menzel, Andreas; Mestl, Gerhard; Odstrcil, Michal; Palagin, Dennis; Stampanoni, Marco; van Bokhoven, Jeroen";10.5281/zenodo.4505125;2021-02-08;http://dx.doi.org/10.5281/zenodo.4505125;Zenodo;Repository (FAIR);TRUE;178788;2022-03-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
175F87E6-ABB9-44DB-9E15-0BFA2A234265;Conceptualising Mexican Identity in Schollbooks and Narratives: A Critical Socio-Cognitive Approach;García Agüero, Alba Nalleli;NA;NA;https://www.dropbox.com/sh/4u18x42el9e256t/AADA4bOxLpHs45TSc7ynuztxa?dl=0;Other;Other;NA;162892;2019-05-31;2019;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
A40B7D7F-DBCF-4704-864B-0C097F0488B8;Artificial quantum confinement in LaAlO3/SrTiO3 heterostructures;"Boselli, Margherita; Cancellieri, Claudia; Caputo, Marco; Chikina, A.; Filippetti, Alessio; Gariglio, Stefano; Ghosez, Philippe; Lemal, Sébastien; Li, Danfeng; Schmitt, Thorsten; Strocov, Vladimir; Triscone, Jean-Marc";10.26037/yareta:v22m3sedqfbu3bwji6sk6f5wmu;2020-03-09;https://doi.org/10.26037/yareta:v22m3sedqfbu3bwji6sk6f5wmu;YARETA;Repository (FAIR);TRUE;179155;2022-03-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
850A5BC6-F474-4CC1-A140-0C0DDCA41AC4;Decoupling the role of inertia, friction and cohesion in dense granular avalanche pressure build-up on obstacles [Supporting Information & data];"Ancey , Christophe; Gaume, Johan; Kyburz, Michael Lukas; Sovilla, Betty";10.5281/zenodo.3239031;2020-06-19;https://zenodo.org/record/3239031;Zenodo;Repository (FAIR);TRUE;169640;2021-07-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
2A1AA3C1-F7FC-4E71-B247-0C3799587A5A;ATREE Q-methodology statement sorts on forest clearances offsetting in the forest;Schulz, Tobias;10.16904/envidat.289;2022-02-09;https://www.envidat.ch/dataset/atree-q-methodology-forest-clearances-offsetting;EnviDat;Repository (FAIR);TRUE;172388;2021-12-31;2021;Humanities and Social Sciences;SSH;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
C6C37C32-E884-4748-B42A-0C5B0C39343D;PfMAP2 is essential for male gametogenesis in the malaria parasite Plasmodium falciparum;"Balestra, Aurelia; Brochet, Mathieu; Hitz, Eva; Voss, Till";NA;2020-03-28;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147643;GEO;Repository (FAIR);TRUE;157729;2020-05-31;2020;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
66FC3973-8B46-4CE4-9E42-0C7C78A39C92;The NAD-booster nicotinamide riboside potently stimulates hematopoiesis through increased mitochondrial clearance;Naveiras, Olaia;10.17632/hn5k4kfcpj.1;NA;https://data.mendeley.com/datasets/hn5k4kfcpj/1;Mendeley;Repository (FAIR);TRUE;144857;2017-11-30;2017/18;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
622D4EBE-9F18-4380-BCF7-0CA1AB2D8745;EUPollMap;Oriani, Fabio;10.5281/zenodo.7259017;2022-10-28;https://zenodo.org/record/7259017;Zenodo;Repository (FAIR);TRUE;195875;2022-12-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
25AE67D0-9FE1-4AD2-BD8F-0CA4D63912B6;Photonic microwave generation in the X- and K-band using integrated soliton microcombs;"Bouchand, Romain; Guo, Hairun; He, Jijun; Karpov, Maxim; Kippenberg, Tobias J.; Liu, Junqiu; Lucas, Erwan; Raja, Arslan S.; Riemensberger, Johann; Wang, Rui Ning";10.5281/zenodo.3666737;2020-08-01;https://doi.org/10.5281/zenodo.3666737;Zenodo;Repository (FAIR);TRUE;176563;2022-04-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
0361ED38-A222-41A3-AEB5-0CB0CFBB3553;"Table 1 from GRL paper on ""Seismic attenuation during magma vesiculation: A combination of laboratory constraints and modeling";"Caricchi, Luca; Fife, Julie; Mader, Kevin; Marone, Federica; Pistone, Mattia; Reusser, Eric; Tisato, Nicola; Ulmer, Peter";10.5281/zenodo.4651226;2021-03-25;https://zenodo.org/record/4651226#.YGYtsGiQi_t;Zenodo;Repository (FAIR);TRUE;168166;2022-05-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
B5FAADCB-A189-4B14-BB8A-0CD808936903;Data_supplemental figure 2_Impact of 17β‑HSD12, the 3‑ketoacyl‑CoA reductase of long‑chain fatty acid synthesis, on breast cancer cell proliferation and migration;"Dunkel, Anja; Mladenovic, Natasa; Navrátilová, Hana; Odermatt, Alex; Strauss, Pirmin; Tsachaki, Maria";10.1007/s00018-019-03227-w;2020-03-13;https://zenodo.org/record/3695628;Zenodo;Repository (FAIR);TRUE;179400;2022-04-30;2022;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1C5DE40D-5112-43F0-8B09-0CE5EC26C8F0;Pure Isotropic Proton Solid State NMR;"Emsley, Lyndon; Moutzouri, Pinelopi; Simões de Almeida, Bruno; Torodii, Daria";10.5281/zenodo.5019508;2021-07-07;https://doi.org/10.5281/zenodo.5019508;Zenodo;Repository (FAIR);TRUE;178860;2022-09-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
80CB24F4-4929-45B9-A59B-0D0381356A77;"Literature-based plant-herbivore interaction database for Exploratory species (vascular plants; Hemiptera: Auchenorryhncha, Hemiptera: Heteroptera, Coleoptera, Orthoptera)";"Brändle, Martin; Gossner, Martin; Neff, Felix";NA;2020-08-12;https://www.bexis.uni-jena.de/ddm/data/Showdata/26926;BExIS;Repository (not FAIR);FALSE;173542;2021-05-31;2021;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
E3B77B8C-7F74-4607-90F0-0D07734AA031;Glycan-specific IgG anti-IgE autoantibodies are protective against allergic anaphylaxis in a murine model;"Bachmann, Martin F.; Eggel, Alexander; Engeroff, Paul; Frias Boligan, Kayluz; Muerner, Lukas; Plattner, Kevin; Storni, Federico; Thoms, Franziska; Vogel, Monique; von Gunten, Stephan";10.1016/j.jaci.2020.11.031;2021-04-01;https://www.sciencedirect.com/science/article/pii/S009167492031705X?via%3Dihub;Link to paper/supplementary material;Link to paper/supplementary material;NA;179165;2022-09-30;2022;Biology and Medicine;LS;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
FB6AA693-C2C4-434D-B9CB-0D2CF208BB47;Hybrid Spaces Untertitel. with Panayotis Antoniadis;Stalder, Felix;NA;2018-12-06;https://medienarchiv.zhdk.ch/entries/da3b8596-5d81-4d59-971a-b79dd9ef76f2;Medienarchiv der ZHDK;Repository (FAIR);TRUE;169419;2020-08-31;2020;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
F095B068-E5EE-4F8A-8662-0D3D8993F345;Data_Supplemental_Fig3_Albendazole reduces endoplasmic reticulum stress induced by Echinococcus multilocularis in mice;"Beldi, Guido; Gottstein, Bruno; Jebbawi, Fadi; Lundström-Stadelmann, Britta; Odermatt, Alex; Stücheli, Simon; Wang, Junhua; Weingartner, Michael";10.5281/zenodo.5838170;2022-03-03;https://doi.org/10.5281/zenodo.5838170;Zenodo;Repository (FAIR);TRUE;179400;2022-04-30;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
C467B1C0-CF92-4267-9C7B-0D4A3EAD295E;Nanometre-scale spectroscopic visualization of catalytic sites during a hydrogenation reaction on a Pd/Au bimetallic catalyst;"Fang, Wei; Goubert, Guillaume; Lai, Yin-Hung; Li, Jian-Feng; Porenta, Nikolaus; Ren, Bin; Richardson, Jeremy O.; Su, Hai-Sheng; Yin, Hao; Zenobi, Renato; Zhang, Hua; Zheng, Li-Qing";10.3929/ethz-b-000423837;2020-10-21;https://doi.org/10.3929/ethz-b-000423837;ETH Research Collection;Repository (FAIR);TRUE;175696;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
6CFF9201-58F0-4262-9229-0D4AC16AE978;Hexaemeron;Dekker, Simeon;10.48350/160155;NA;https://boris.unibe.ch/id/eprint/160155;BORIS;Repository (FAIR);TRUE;182376;2021-09-30;2021;Humanities and Social Sciences;SSH;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
BF4484CB-C498-4533-81ED-0D5A83C84514;"Pflanzenlisten mit 3000 Pflanzen aus dem Nachlass von Johannes Gessner (Biodiversität); Korrespondenz von Johannes Gessner (Eckdaten)";Knittel, Meike;NA;2022-12-31;https://www.hallerNet.org;HallerNet;Repository (FAIR);TRUE;176978;2022-07-31;2022;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
EDBDBFE0-EFC6-4821-87F8-0D76E8769EA6;Data for Li et al., Coupling remote sensing and particle tracking to estimate trajectories in large water bodies, International Journal of Applied Earth Observation and Geoinformation, 2022;Li, Chaojie;10.5281/zenodo.6511377;NA;https://doi.org/10.5281/zenodo.6511377;Zenodo;Repository (FAIR);TRUE;182468;2022-10-31;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
C3A3BF6D-2C6F-4EC2-8B9A-0D7AF75A5423;Establishing an infrastructure for collaboration in primate cognition research;Primates, Many;NA;2018-02-15;https://osf.io/tr6q3/;OSF;Repository (FAIR);TRUE;175269;2019-03-31;2019;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
1E78925B-0429-41CD-A96A-0D8976E81F30;A search for accreting young companions embedded in circumstellar disks. High-contrast H{\ensuremath{α}} imaging with VLT/SPHERE;"Avenhaus, H.; Baudoz, P.; Bohn, A.~J.; Bonnefoy, M.; Buenzli, E.; Chauvin, G.; Cheetham, A.; Cugno, G.; Desidera, S.; Dominik, C.; Feautrier, P.; Feldt, M.; Ginski, C.; Girard, J.~H.; Gratton, R.; Hagelberg, J.; Hugot, E.; Hunziker, S.; Janson, M.; Lagrange, A. -M.; Langlois, M.; Magnard, Y.; Maire, A. -L.; Menard, F.; Meyer, M.; Milli, J.; Mordasini, C.; Pinte, C.; Pragt, J.; Quanz, S.~P.; Rigal, F.; Roelfsema, R.; Schmid, H.~M.; Stolker, T.; Szulágyi, J.; van Boekel, R.; van der Plas, G.; Vigan, A.; Wahhaj, Z.; Zurlo, A.";10.1051/0004-6361/201834170;NA;http://telbib.eso.org/detail.php?bibcode=2019A%26A...622A.156C;ESO European Southern Observatory;Repository (FAIR);TRUE;169131;2021-03-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
867119FB-F325-401A-A070-0DBE99C232BD;Sling load sensors evaluation and commissioning;Visentin, Claudia;10.5281/zenodo.5196321;2021-08-13;https://zenodo.org/communities/position-control-sling-load/?page=1&size=20;Zenodo;Repository (FAIR);TRUE;190613;2021-07-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1C2B2431-81FE-40EE-B78D-0DEC34ABD2C9;Observations of scattering polarization of the Ca I 4227 Å line with ZIMPOL at Gregor and IRSOL;"Alsina Ballester, Ernest; Belluzzi, Luca; Bianda, Micheeele; Capozzi, Emila; Dhara, Sajal Kumar; Ramelli, Renzo";10.5281/zenodo.5083158;2021-07-08;https://zenodo.org/record/5083158#.YOxQsLOxUQs;Zenodo;Repository (FAIR);TRUE;184952;2021-05-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
3D73B606-A21E-4FC1-B0A2-0DED359FD1A0;Zmuttgletscher flow velocity, debris cover thickness and ablation measurements during 2017;Mölg, Nico;10.1594/pangaea.904043;2019-05-01;https://doi.org/10.1594/PANGAEA.904043;PANGAEA;Repository (FAIR);TRUE;169775;2021-04-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
